n,accept_boundary,reject_boundary,accept_boundary_rate,reject_boundary_rate
1,,,,
2,,2.0,,1.0
3,,3.0,,1.0
4,,3.0,,0.75
5,,3.0,,0.6
6,,4.0,,0.6666666666666666
7,,4.0,,0.5714285714285714
8,,4.0,,0.5
9,,5.0,,0.5555555555555556
10,,5.0,,0.5
11,,5.0,,0.45454545454545453
12,,5.0,,0.4166666666666667
13,,6.0,,0.46153846153846156
14,,6.0,,0.42857142857142855
15,,6.0,,0.4
16,,6.0,,0.375
17,,7.0,,0.4117647058823529
18,,7.0,,0.3888888888888889
19,,7.0,,0.3684210526315789
20,,7.0,,0.35
21,,8.0,,0.38095238095238093
22,,8.0,,0.36363636363636365
23,,8.0,,0.34782608695652173
24,,8.0,,0.3333333333333333
25,,8.0,,0.32
26,,9.0,,0.34615384615384615
27,,9.0,,0.3333333333333333
28,,9.0,,0.32142857142857145
29,,9.0,,0.3103448275862069
30,,9.0,,0.3
31,,10.0,,0.3225806451612903
32,,10.0,,0.3125
33,,10.0,,0.30303030303030304
34,0.0,10.0,0.0,0.29411764705882354
35,0.0,10.0,0.0,0.2857142857142857
36,0.0,11.0,0.0,0.3055555555555556
37,0.0,11.0,0.0,0.2972972972972973
38,0.0,11.0,0.0,0.2894736842105263
39,0.0,11.0,0.0,0.28205128205128205
40,0.0,11.0,0.0,0.275
41,0.0,12.0,0.0,0.2926829268292683
42,0.0,12.0,0.0,0.2857142857142857
43,0.0,12.0,0.0,0.27906976744186046
44,0.0,12.0,0.0,0.2727272727272727
45,0.0,12.0,0.0,0.26666666666666666
46,0.0,12.0,0.0,0.2608695652173913
47,0.0,13.0,0.0,0.2765957446808511
48,0.0,13.0,0.0,0.2708333333333333
49,0.0,13.0,0.0,0.2653061224489796
50,0.0,13.0,0.0,0.26
51,0.0,13.0,0.0,0.2549019607843137
52,0.0,13.0,0.0,0.25
53,0.0,14.0,0.0,0.2641509433962264
54,0.0,14.0,0.0,0.25925925925925924
55,0.0,14.0,0.0,0.2545454545454545
56,1.0,14.0,0.017857142857142856,0.25
57,1.0,14.0,0.017543859649122806,0.24561403508771928
58,1.0,15.0,0.017241379310344827,0.25862068965517243
59,1.0,15.0,0.01694915254237288,0.2542372881355932
60,1.0,15.0,0.016666666666666666,0.25
61,1.0,15.0,0.01639344262295082,0.2459016393442623
62,1.0,15.0,0.016129032258064516,0.24193548387096775
63,1.0,15.0,0.015873015873015872,0.23809523809523808
64,1.0,16.0,0.015625,0.25
65,1.0,16.0,0.015384615384615385,0.24615384615384617
66,1.0,16.0,0.015151515151515152,0.24242424242424243
67,1.0,16.0,0.014925373134328358,0.23880597014925373
68,1.0,16.0,0.014705882352941176,0.23529411764705882
69,1.0,16.0,0.014492753623188406,0.2318840579710145
70,1.0,17.0,0.014285714285714285,0.24285714285714285
71,1.0,17.0,0.014084507042253521,0.23943661971830985
72,1.0,17.0,0.013888888888888888,0.2361111111111111
73,1.0,17.0,0.0136986301369863,0.2328767123287671
74,1.0,17.0,0.013513513513513514,0.22972972972972974
75,2.0,17.0,0.02666666666666667,0.22666666666666666
76,2.0,18.0,0.02631578947368421,0.23684210526315788
77,2.0,18.0,0.025974025974025976,0.23376623376623376
78,2.0,18.0,0.02564102564102564,0.23076923076923078
79,2.0,18.0,0.02531645569620253,0.22784810126582278
80,2.0,18.0,0.025,0.225
81,2.0,18.0,0.024691358024691357,0.2222222222222222
82,2.0,19.0,0.024390243902439025,0.23170731707317074
83,2.0,19.0,0.024096385542168676,0.2289156626506024
84,2.0,19.0,0.023809523809523808,0.2261904761904762
85,2.0,19.0,0.023529411764705882,0.2235294117647059
86,2.0,19.0,0.023255813953488372,0.22093023255813954
87,2.0,19.0,0.022988505747126436,0.21839080459770116
88,2.0,19.0,0.022727272727272728,0.2159090909090909
89,2.0,20.0,0.02247191011235955,0.2247191011235955
90,2.0,20.0,0.022222222222222223,0.2222222222222222
91,2.0,20.0,0.02197802197802198,0.21978021978021978
92,2.0,20.0,0.021739130434782608,0.21739130434782608
93,3.0,20.0,0.03225806451612903,0.21505376344086022
94,3.0,20.0,0.031914893617021274,0.2127659574468085
95,3.0,21.0,0.031578947368421054,0.22105263157894736
96,3.0,21.0,0.03125,0.21875
97,3.0,21.0,0.030927835051546393,0.21649484536082475
98,3.0,21.0,0.030612244897959183,0.21428571428571427
99,3.0,21.0,0.030303030303030304,0.21212121212121213
100,3.0,21.0,0.03,0.21
101,3.0,22.0,0.0297029702970297,0.21782178217821782
102,3.0,22.0,0.029411764705882353,0.21568627450980393
103,3.0,22.0,0.02912621359223301,0.21359223300970873
104,3.0,22.0,0.028846153846153848,0.21153846153846154
105,3.0,22.0,0.02857142857142857,0.20952380952380953
106,3.0,22.0,0.02830188679245283,0.20754716981132076
107,3.0,22.0,0.028037383177570093,0.205607476635514
108,3.0,23.0,0.027777777777777776,0.21296296296296297
109,4.0,23.0,0.03669724770642202,0.21100917431192662
110,4.0,23.0,0.03636363636363636,0.20909090909090908
111,4.0,23.0,0.036036036036036036,0.2072072072072072
112,4.0,23.0,0.03571428571428571,0.20535714285714285
113,4.0,23.0,0.035398230088495575,0.20353982300884957
114,4.0,24.0,0.03508771929824561,0.21052631578947367
115,4.0,24.0,0.034782608695652174,0.20869565217391303
116,4.0,24.0,0.034482758620689655,0.20689655172413793
117,4.0,24.0,0.03418803418803419,0.20512820512820512
118,4.0,24.0,0.03389830508474576,0.2033898305084746
119,4.0,24.0,0.03361344537815126,0.20168067226890757
120,4.0,24.0,0.03333333333333333,0.2
121,4.0,25.0,0.03305785123966942,0.2066115702479339
122,4.0,25.0,0.03278688524590164,0.20491803278688525
123,4.0,25.0,0.032520325203252036,0.2032520325203252
124,4.0,25.0,0.03225806451612903,0.20161290322580644
125,5.0,25.0,0.04,0.2
126,5.0,25.0,0.03968253968253968,0.1984126984126984
127,5.0,26.0,0.03937007874015748,0.2047244094488189
128,5.0,26.0,0.0390625,0.203125
129,5.0,26.0,0.03875968992248062,0.20155038759689922
130,5.0,26.0,0.038461538461538464,0.2
131,5.0,26.0,0.03816793893129771,0.1984732824427481
132,5.0,26.0,0.03787878787878788,0.19696969696969696
133,5.0,26.0,0.03759398496240601,0.19548872180451127
134,5.0,27.0,0.03731343283582089,0.20149253731343283
135,5.0,27.0,0.037037037037037035,0.2
136,5.0,27.0,0.03676470588235294,0.19852941176470587
137,5.0,27.0,0.0364963503649635,0.19708029197080293
138,5.0,27.0,0.036231884057971016,0.1956521739130435
139,5.0,27.0,0.03597122302158273,0.19424460431654678
140,6.0,27.0,0.04285714285714286,0.19285714285714287
141,6.0,28.0,0.0425531914893617,0.19858156028368795
142,6.0,28.0,0.04225352112676056,0.19718309859154928
143,6.0,28.0,0.04195804195804196,0.1958041958041958
144,6.0,28.0,0.041666666666666664,0.19444444444444445
145,6.0,28.0,0.041379310344827586,0.19310344827586207
146,6.0,28.0,0.0410958904109589,0.1917808219178082
147,6.0,28.0,0.04081632653061224,0.19047619047619047
148,6.0,29.0,0.04054054054054054,0.19594594594594594
149,6.0,29.0,0.040268456375838924,0.19463087248322147
150,6.0,29.0,0.04,0.19333333333333333
151,6.0,29.0,0.039735099337748346,0.19205298013245034
152,6.0,29.0,0.039473684210526314,0.19078947368421054
153,6.0,29.0,0.0392156862745098,0.1895424836601307
154,6.0,29.0,0.03896103896103896,0.18831168831168832
155,7.0,30.0,0.04516129032258064,0.1935483870967742
156,7.0,30.0,0.04487179487179487,0.19230769230769232
157,7.0,30.0,0.044585987261146494,0.1910828025477707
158,7.0,30.0,0.04430379746835443,0.189873417721519
159,7.0,30.0,0.0440251572327044,0.18867924528301888
160,7.0,30.0,0.04375,0.1875
161,7.0,30.0,0.043478260869565216,0.18633540372670807
162,7.0,31.0,0.043209876543209874,0.19135802469135801
163,7.0,31.0,0.04294478527607362,0.1901840490797546
164,7.0,31.0,0.042682926829268296,0.18902439024390244
165,7.0,31.0,0.04242424242424243,0.18787878787878787
166,7.0,31.0,0.04216867469879518,0.18674698795180722
167,7.0,31.0,0.041916167664670656,0.18562874251497005
168,7.0,32.0,0.041666666666666664,0.19047619047619047
169,7.0,32.0,0.04142011834319527,0.1893491124260355
170,8.0,32.0,0.047058823529411764,0.18823529411764706
171,8.0,32.0,0.04678362573099415,0.1871345029239766
172,8.0,32.0,0.046511627906976744,0.18604651162790697
173,8.0,32.0,0.046242774566473986,0.18497109826589594
174,8.0,32.0,0.04597701149425287,0.1839080459770115
175,8.0,33.0,0.045714285714285714,0.18857142857142858
176,8.0,33.0,0.045454545454545456,0.1875
177,8.0,33.0,0.04519774011299435,0.1864406779661017
178,8.0,33.0,0.0449438202247191,0.1853932584269663
179,8.0,33.0,0.0446927374301676,0.18435754189944134
180,8.0,33.0,0.044444444444444446,0.18333333333333332
181,8.0,33.0,0.04419889502762431,0.18232044198895028
182,8.0,34.0,0.04395604395604396,0.18681318681318682
183,8.0,34.0,0.04371584699453552,0.18579234972677597
184,8.0,34.0,0.043478260869565216,0.18478260869565216
185,9.0,34.0,0.04864864864864865,0.1837837837837838
186,9.0,34.0,0.04838709677419355,0.1827956989247312
187,9.0,34.0,0.0481283422459893,0.18181818181818182
188,9.0,34.0,0.047872340425531915,0.18085106382978725
189,9.0,34.0,0.047619047619047616,0.17989417989417988
190,9.0,35.0,0.04736842105263158,0.18421052631578946
191,9.0,35.0,0.04712041884816754,0.18324607329842932
192,9.0,35.0,0.046875,0.18229166666666666
193,9.0,35.0,0.046632124352331605,0.18134715025906736
194,9.0,35.0,0.04639175257731959,0.18041237113402062
195,9.0,35.0,0.046153846153846156,0.1794871794871795
196,9.0,35.0,0.04591836734693878,0.17857142857142858
197,9.0,36.0,0.04568527918781726,0.18274111675126903
198,9.0,36.0,0.045454545454545456,0.18181818181818182
199,10.0,36.0,0.05025125628140704,0.18090452261306533
200,10.0,36.0,0.05,0.18
201,10.0,36.0,0.04975124378109453,0.1791044776119403
202,10.0,36.0,0.04950495049504951,0.1782178217821782
203,10.0,36.0,0.04926108374384237,0.17733990147783252
204,10.0,37.0,0.049019607843137254,0.18137254901960784
205,10.0,37.0,0.04878048780487805,0.18048780487804877
206,10.0,37.0,0.04854368932038835,0.1796116504854369
207,10.0,37.0,0.04830917874396135,0.178743961352657
208,10.0,37.0,0.04807692307692308,0.1778846153846154
209,10.0,37.0,0.04784688995215311,0.17703349282296652
210,10.0,37.0,0.047619047619047616,0.1761904761904762
211,10.0,38.0,0.04739336492890995,0.18009478672985782
212,10.0,38.0,0.04716981132075472,0.1792452830188679
213,11.0,38.0,0.051643192488262914,0.1784037558685446
214,11.0,38.0,0.0514018691588785,0.17757009345794392
215,11.0,38.0,0.05116279069767442,0.17674418604651163
216,11.0,38.0,0.05092592592592592,0.17592592592592593
217,11.0,38.0,0.05069124423963134,0.17511520737327188
218,11.0,39.0,0.05045871559633028,0.17889908256880735
219,11.0,39.0,0.0502283105022831,0.1780821917808219
220,11.0,39.0,0.05,0.17727272727272728
221,11.0,39.0,0.049773755656108594,0.17647058823529413
222,11.0,39.0,0.04954954954954955,0.17567567567567569
223,11.0,39.0,0.04932735426008968,0.17488789237668162
224,11.0,39.0,0.049107142857142856,0.17410714285714285
225,11.0,40.0,0.04888888888888889,0.17777777777777778
226,11.0,40.0,0.048672566371681415,0.17699115044247787
227,12.0,40.0,0.05286343612334802,0.1762114537444934
228,12.0,40.0,0.05263157894736842,0.17543859649122806
229,12.0,40.0,0.05240174672489083,0.17467248908296942
230,12.0,40.0,0.05217391304347826,0.17391304347826086
231,12.0,40.0,0.05194805194805195,0.17316017316017315
232,12.0,40.0,0.05172413793103448,0.1724137931034483
233,12.0,41.0,0.05150214592274678,0.1759656652360515
234,12.0,41.0,0.05128205128205128,0.1752136752136752
235,12.0,41.0,0.05106382978723404,0.17446808510638298
236,12.0,41.0,0.05084745762711865,0.17372881355932204
237,12.0,41.0,0.05063291139240506,0.1729957805907173
238,12.0,41.0,0.05042016806722689,0.1722689075630252
239,12.0,41.0,0.0502092050209205,0.17154811715481172
240,12.0,42.0,0.05,0.175
241,13.0,42.0,0.05394190871369295,0.17427385892116182
242,13.0,42.0,0.05371900826446281,0.17355371900826447
243,13.0,42.0,0.053497942386831275,0.1728395061728395
244,13.0,42.0,0.05327868852459016,0.1721311475409836
245,13.0,42.0,0.053061224489795916,0.17142857142857143
246,13.0,42.0,0.052845528455284556,0.17073170731707318
247,13.0,43.0,0.05263157894736842,0.17408906882591094
248,13.0,43.0,0.05241935483870968,0.17338709677419356
249,13.0,43.0,0.05220883534136546,0.17269076305220885
250,13.0,43.0,0.052,0.172
251,13.0,43.0,0.05179282868525897,0.17131474103585656
252,13.0,43.0,0.051587301587301584,0.17063492063492064
253,13.0,43.0,0.05138339920948617,0.16996047430830039
254,14.0,43.0,0.05511811023622047,0.16929133858267717
255,14.0,44.0,0.054901960784313725,0.17254901960784313
256,14.0,44.0,0.0546875,0.171875
257,14.0,44.0,0.054474708171206226,0.17120622568093385
258,14.0,44.0,0.05426356589147287,0.17054263565891473
259,14.0,44.0,0.05405405405405406,0.16988416988416988
260,14.0,44.0,0.05384615384615385,0.16923076923076924
261,14.0,44.0,0.05363984674329502,0.1685823754789272
262,14.0,45.0,0.05343511450381679,0.1717557251908397
263,14.0,45.0,0.053231939163498096,0.17110266159695817
264,14.0,45.0,0.05303030303030303,0.17045454545454544
265,14.0,45.0,0.052830188679245285,0.16981132075471697
266,14.0,45.0,0.05263157894736842,0.16917293233082706
267,14.0,45.0,0.052434456928838954,0.16853932584269662
268,15.0,45.0,0.055970149253731345,0.16791044776119404
269,15.0,46.0,0.055762081784386616,0.17100371747211895
270,15.0,46.0,0.05555555555555555,0.17037037037037037
271,15.0,46.0,0.055350553505535055,0.16974169741697417
272,15.0,46.0,0.05514705882352941,0.16911764705882354
273,15.0,46.0,0.054945054945054944,0.1684981684981685
274,15.0,46.0,0.05474452554744526,0.1678832116788321
275,15.0,46.0,0.05454545454545454,0.16727272727272727
276,15.0,46.0,0.05434782608695652,0.16666666666666666
277,15.0,47.0,0.05415162454873646,0.16967509025270758
278,15.0,47.0,0.0539568345323741,0.16906474820143885
279,15.0,47.0,0.053763440860215055,0.16845878136200718
280,15.0,47.0,0.05357142857142857,0.16785714285714284
281,16.0,47.0,0.05693950177935943,0.16725978647686832
282,16.0,47.0,0.05673758865248227,0.16666666666666666
283,16.0,47.0,0.05653710247349823,0.16607773851590105
284,16.0,48.0,0.056338028169014086,0.16901408450704225
285,16.0,48.0,0.056140350877192984,0.16842105263157894
286,16.0,48.0,0.055944055944055944,0.16783216783216784
287,16.0,48.0,0.05574912891986063,0.1672473867595819
288,16.0,48.0,0.05555555555555555,0.16666666666666666
289,16.0,48.0,0.05536332179930796,0.16608996539792387
290,16.0,48.0,0.05517241379310345,0.16551724137931034
291,16.0,48.0,0.054982817869415807,0.16494845360824742
292,16.0,49.0,0.0547945205479452,0.1678082191780822
293,16.0,49.0,0.05460750853242321,0.16723549488054607
294,16.0,49.0,0.05442176870748299,0.16666666666666666
295,17.0,49.0,0.0576271186440678,0.16610169491525423
296,17.0,49.0,0.057432432432432436,0.16554054054054054
297,17.0,49.0,0.05723905723905724,0.16498316498316498
298,17.0,49.0,0.05704697986577181,0.1644295302013423
299,17.0,50.0,0.056856187290969896,0.16722408026755853
300,17.0,50.0,0.056666666666666664,0.16666666666666666
301,17.0,50.0,0.05647840531561462,0.16611295681063123
302,17.0,50.0,0.056291390728476824,0.16556291390728478
303,17.0,50.0,0.056105610561056105,0.16501650165016502
304,17.0,50.0,0.05592105263157895,0.16447368421052633
305,17.0,50.0,0.05573770491803279,0.16393442622950818
306,17.0,50.0,0.05555555555555555,0.16339869281045752
307,17.0,51.0,0.05537459283387622,0.16612377850162866
308,18.0,51.0,0.05844155844155844,0.16558441558441558
309,18.0,51.0,0.05825242718446602,0.1650485436893204
310,18.0,51.0,0.05806451612903226,0.16451612903225807
311,18.0,51.0,0.05787781350482315,0.1639871382636656
312,18.0,51.0,0.057692307692307696,0.16346153846153846
313,18.0,51.0,0.05750798722044728,0.16293929712460065
314,18.0,52.0,0.05732484076433121,0.16560509554140126
315,18.0,52.0,0.05714285714285714,0.16507936507936508
316,18.0,52.0,0.056962025316455694,0.16455696202531644
317,18.0,52.0,0.056782334384858045,0.1640378548895899
318,18.0,52.0,0.05660377358490566,0.16352201257861634
319,18.0,52.0,0.05642633228840126,0.16300940438871472
320,18.0,52.0,0.05625,0.1625
321,19.0,52.0,0.059190031152647975,0.16199376947040497
322,19.0,53.0,0.059006211180124224,0.16459627329192547
323,19.0,53.0,0.058823529411764705,0.16408668730650156
