pF,replacement_loss,policy16,profit,gap,scope
0.1,6.0,1111111111111101,47.64184259871391,1.6277217759611347,Q3_robust90
0.1,7.0,1111111111111101,47.53073148760279,1.8171319852350791,Q3_robust90
0.1,8.0,1111111111111101,47.41962037649168,2.0065421945090236,Q3_robust90
0.1,9.0,1111111111111101,47.308509265380565,2.188935222162087,Q3_robust90
0.1,10.0,1111111111111101,47.19739815426945,2.188935222162087,Q3_robust90
0.1,11.0,1111111111111101,47.086287043158336,2.188935222162087,Q3_robust90
0.1,12.0,1111111111111101,46.97517593204722,2.188935222162087,Q3_robust90
0.1,13.0,1111111111111101,46.86406482093611,2.188935222162087,Q3_robust90
0.1,14.0,1111111111111101,46.75295370982502,2.188935222162087,Q3_robust90
0.1,15.0,1111111111111101,46.64184259871391,2.188935222162087,Q3_robust90
0.1,16.0,1111111111111101,46.53073148760279,2.188935222162087,Q3_robust90
0.1,17.0,1111111111111101,46.41962037649168,2.188935222162087,Q3_robust90
0.1,18.0,1111111111111101,46.308509265380565,2.188935222162087,Q3_robust90
0.1,19.0,1111111111111101,46.19739815426945,2.188935222162087,Q3_robust90
0.1,20.0,1111111111111101,46.086287043158336,2.188935222162087,Q3_robust90
0.1,21.0,1111111111111101,45.97517593204722,2.188935222162087,Q3_robust90
0.1,22.0,1111111111111101,45.86406482093611,2.1889352221620584,Q3_robust90
0.1,23.0,1111111111111101,45.75295370982502,2.188935222162087,Q3_robust90
0.1,24.0,1111111111111101,45.64184259871391,2.188935222162087,Q3_robust90
0.1,25.0,1111111111111101,45.53073148760279,2.188935222162087,Q3_robust90
0.1,26.0,1111111111111101,45.41962037649168,2.188935222162087,Q3_robust90
0.1,27.0,1111111111111101,45.308509265380565,2.188935222162087,Q3_robust90
0.1,28.0,1111111111111101,45.19739815426945,2.188935222162087,Q3_robust90
0.1,29.0,1111111111111101,45.086287043158336,2.188935222162087,Q3_robust90
0.1,30.0,1111111111111101,44.97517593204722,2.188935222162087,Q3_robust90
0.1,31.0,1111111111111101,44.86406482093611,2.1889352221620584,Q3_robust90
0.1,32.0,1111111111111101,44.75295370982502,2.188935222162087,Q3_robust90
0.1,33.0,1111111111111101,44.64184259871391,2.188935222162087,Q3_robust90
0.1,34.0,1111111111111101,44.53073148760279,2.188935222162087,Q3_robust90
