pF,replacement_loss,policy16,profit,gap
0.05,6.0,1111111100011101,67.21010877192984,0.21059999999999945
0.05,7.0,1111111100011101,66.88647719298245,0.12959999999998217
0.05,8.0,1111111100011101,66.5628456140351,0.048599999999993315
0.05,9.0,1111111110011101,66.27161403508774,0.0
0.05,10.0,1111111110011101,66.02898245614037,0.0
0.05,11.0,1111111101011101,65.786350877193,0.0
0.05,12.0,1111111101011101,65.5437192982456,0.0
0.05,13.0,1111111111011101,65.35508771929824,0.0
0.05,14.0,1111111111011101,65.20245614035088,0.0
0.05,15.0,1111111111011101,65.04982456140351,0.0
0.05,16.0,1111111111011101,64.89719298245615,0.0
0.05,17.0,1111111111111101,64.8245614035088,0.0800000000000125
0.05,18.0,1111111111111101,64.77192982456143,0.18000000000000682
0.05,19.0,1111111111111101,64.71929824561406,0.18000000000000682
0.05,20.0,1111111111111101,64.66666666666669,0.18000000000000682
0.05,21.0,1111111111111101,64.61403508771932,0.18000000000000682
0.05,22.0,1111111111111101,64.56140350877195,0.18000000000000682
0.05,23.0,1111111111111101,64.50877192982458,0.18000000000000682
0.05,24.0,1111111111111101,64.4561403508772,0.18000000000000682
0.05,25.0,1111111111111101,64.40350877192984,0.18000000000000682
0.05,26.0,1111111111111101,64.35087719298247,0.18000000000000682
0.05,27.0,1111111111111101,64.2982456140351,0.18000000000000682
0.05,28.0,1111111111111101,64.24561403508773,0.18000000000000682
0.05,29.0,1111111111111101,64.19298245614036,0.18000000000000682
0.05,30.0,1111111111111101,64.14035087719299,0.18000000000000682
0.05,31.0,1111111111111101,64.08771929824564,0.18000000000000682
0.05,32.0,1111111111111101,64.03508771929828,0.18000000000000682
0.05,33.0,1111111111111101,63.982456140350905,0.18000000000000682
0.05,34.0,1111111111111101,63.929824561403535,0.18000000000000682
0.05,35.0,1111111111111101,63.877192982456165,0.18000000000000682
0.05,36.0,1111111111111101,63.824561403508795,0.18000000000000682
0.05,37.0,1111111111111101,63.771929824561425,0.18000000000000682
0.05,38.0,1111111111111101,63.719298245614056,0.18000000000000682
0.05,39.0,1111111111111101,63.666666666666686,0.18000000000000682
0.05,40.0,1111111111111101,63.614035087719316,0.18000000000000682
0.05500000000000001,6.0,1111111100011101,67.03270126984128,0.19926000000000954
0.05500000000000001,7.0,1111111100011101,66.7035002116402,0.11825999999999226
0.05500000000000001,8.0,1111111100011101,66.37429915343915,0.0372600000000034
0.05500000000000001,9.0,1111111110011101,66.08883809523809,0.0
0.05500000000000001,10.0,1111111110011101,65.84063703703706,0.0
0.05500000000000001,11.0,1111111110011101,65.592435978836,0.0
0.05500000000000001,12.0,1111111110011101,65.34423492063493,0.0
0.05500000000000001,13.0,1111111110111101,65.16443386243387,0.0
0.05500000000000001,14.0,1111111110111101,65.00623280423281,0.0
0.05500000000000001,15.0,1111111110111101,64.84803174603175,0.0
0.05500000000000001,16.0,1111111111011101,64.68983068783069,0.0
0.05500000000000001,17.0,1111111111111101,64.62962962962965,0.09800000000001319
0.05500000000000001,18.0,1111111111111101,64.57142857142858,0.18000000000000682
0.05500000000000001,19.0,1111111111111101,64.51322751322752,0.18000000000000682
0.05500000000000001,20.0,1111111111111101,64.45502645502648,0.18000000000000682
